product_id,product_type,product_name,size,colour,price,quantity,description
311,Shirt,Cuban Collar,S,violet,105,41,"A violet coloured, S sized, Cuban Collar Shirt"
312,Shirt,Cuban Collar,M,violet,105,68,"A violet coloured, M sized, Cuban Collar Shirt"
313,Shirt,Cuban Collar,L,violet,105,48,"A violet coloured, L sized, Cuban Collar Shirt"
314,Shirt,Cuban Collar,XL,violet,105,61,"A violet coloured, XL sized, Cuban Collar Shirt"
315,Shirt,Mandarin Collar,XS,red,109,75,"A red coloured, XS sized, Mandarin Collar Shirt"
316,Shirt,Mandarin Collar,S,red,109,62,"A red coloured, S sized, Mandarin Collar Shirt"
317,Shirt,Mandarin Collar,M,red,109,46,"A red coloured, M sized, Mandarin Collar Shirt"
318,Shirt,Mandarin Collar,L,red,109,72,"A red coloured, L sized, Mandarin Collar Shirt"
319,Shirt,Mandarin Collar,XL,red,109,47,"A red coloured, XL sized, Mandarin Collar Shirt"
320,Shirt,Mandarin Collar,XS,orange,109,78,"A orange coloured, XS sized, Mandarin Collar Shirt"
321,Shirt,Mandarin Collar,S,orange,109,47,"A orange coloured, S sized, Mandarin Collar Shirt"
322,Shirt,Mandarin Collar,M,orange,109,46,"A orange coloured, M sized, Mandarin Collar Shirt"
323,Shirt,Mandarin Collar,L,orange,109,52,"A orange coloured, L sized, Mandarin Collar Shirt"
324,Shirt,Mandarin Collar,XL,orange,109,72,"A orange coloured, XL sized, Mandarin Collar Shirt"
325,Shirt,Mandarin Collar,XS,yellow,109,46,"A yellow coloured, XS sized, Mandarin Collar Shirt"
326,Shirt,Mandarin Collar,S,yellow,109,40,"A yellow coloured, S sized, Mandarin Collar Shirt"
327,Shirt,Mandarin Collar,M,yellow,109,51,"A yellow coloured, M sized, Mandarin Collar Shirt"
328,Shirt,Mandarin Collar,L,yellow,109,42,"A yellow coloured, L sized, Mandarin Collar Shirt"
329,Shirt,Mandarin Collar,XL,yellow,109,59,"A yellow coloured, XL sized, Mandarin Collar Shirt"
330,Shirt,Mandarin Collar,XS,green,109,58,"A green coloured, XS sized, Mandarin Collar Shirt"
331,Shirt,Mandarin Collar,S,green,109,65,"A green coloured, S sized, Mandarin Collar Shirt"
332,Shirt,Mandarin Collar,M,green,109,65,"A green coloured, M sized, Mandarin Collar Shirt"
333,Shirt,Mandarin Collar,L,green,109,47,"A green coloured, L sized, Mandarin Collar Shirt"
334,Shirt,Mandarin Collar,XL,green,109,70,"A green coloured, XL sized, Mandarin Collar Shirt"
335,Shirt,Mandarin Collar,XS,blue,109,41,"A blue coloured, XS sized, Mandarin Collar Shirt"
336,Shirt,Mandarin Collar,S,blue,109,56,"A blue coloured, S sized, Mandarin Collar Shirt"
337,Shirt,Mandarin Collar,M,blue,109,48,"A blue coloured, M sized, Mandarin Collar Shirt"
338,Shirt,Mandarin Collar,L,blue,109,48,"A blue coloured, L sized, Mandarin Collar Shirt"
339,Shirt,Mandarin Collar,XL,blue,109,68,"A blue coloured, XL sized, Mandarin Collar Shirt"
340,Shirt,Mandarin Collar,XS,indigo,109,71,"A indigo coloured, XS sized, Mandarin Collar Shirt"
341,Shirt,Mandarin Collar,S,indigo,109,67,"A indigo coloured, S sized, Mandarin Collar Shirt"
342,Shirt,Mandarin Collar,M,indigo,109,75,"A indigo coloured, M sized, Mandarin Collar Shirt"
343,Shirt,Mandarin Collar,L,indigo,109,43,"A indigo coloured, L sized, Mandarin Collar Shirt"
344,Shirt,Mandarin Collar,XL,indigo,109,68,"A indigo coloured, XL sized, Mandarin Collar Shirt"
345,Shirt,Mandarin Collar,XS,violet,109,56,"A violet coloured, XS sized, Mandarin Collar Shirt"
346,Shirt,Mandarin Collar,S,violet,109,58,"A violet coloured, S sized, Mandarin Collar Shirt"
347,Shirt,Mandarin Collar,M,violet,109,62,"A violet coloured, M sized, Mandarin Collar Shirt"
348,Shirt,Mandarin Collar,L,violet,109,48,"A violet coloured, L sized, Mandarin Collar Shirt"
349,Shirt,Mandarin Collar,XL,violet,109,56,"A violet coloured, XL sized, Mandarin Collar Shirt"
350,Shirt,Henley,XS,red,94,79,"A red coloured, XS sized, Henley Shirt"
351,Shirt,Henley,S,red,94,51,"A red coloured, S sized, Henley Shirt"
352,Shirt,Henley,M,red,94,77,"A red coloured, M sized, Henley Shirt"
353,Shirt,Henley,L,red,94,67,"A red coloured, L sized, Henley Shirt"
354,Shirt,Henley,XL,red,94,45,"A red coloured, XL sized, Henley Shirt"
355,Shirt,Henley,XS,orange,94,72,"A orange coloured, XS sized, Henley Shirt"
356,Shirt,Henley,S,orange,94,50,"A orange coloured, S sized, Henley Shirt"
357,Shirt,Henley,M,orange,94,42,"A orange coloured, M sized, Henley Shirt"
358,Shirt,Henley,L,orange,94,68,"A orange coloured, L sized, Henley Shirt"
359,Shirt,Henley,XL,orange,94,62,"A orange coloured, XL sized, Henley Shirt"
360,Shirt,Henley,XS,yellow,94,43,"A yellow coloured, XS sized, Henley Shirt"
361,Shirt,Henley,S,yellow,94,41,"A yellow coloured, S sized, Henley Shirt"
362,Shirt,Henley,M,yellow,94,71,"A yellow coloured, M sized, Henley Shirt"
363,Shirt,Henley,L,yellow,94,45,"A yellow coloured, L sized, Henley Shirt"
364,Shirt,Henley,XL,yellow,94,61,"A yellow coloured, XL sized, Henley Shirt"
365,Shirt,Henley,XS,green,94,40,"A green coloured, XS sized, Henley Shirt"
366,Shirt,Henley,S,green,94,43,"A green coloured, S sized, Henley Shirt"
367,Shirt,Henley,M,green,94,42,"A green coloured, M sized, Henley Shirt"
368,Shirt,Henley,L,green,94,48,"A green coloured, L sized, Henley Shirt"
369,Shirt,Henley,XL,green,94,71,"A green coloured, XL sized, Henley Shirt"
370,Shirt,Henley,XS,blue,94,56,"A blue coloured, XS sized, Henley Shirt"
371,Shirt,Henley,S,blue,94,63,"A blue coloured, S sized, Henley Shirt"
372,Shirt,Henley,M,blue,94,75,"A blue coloured, M sized, Henley Shirt"
373,Shirt,Henley,L,blue,94,45,"A blue coloured, L sized, Henley Shirt"
374,Shirt,Henley,XL,blue,94,42,"A blue coloured, XL sized, Henley Shirt"
375,Shirt,Henley,XS,indigo,94,76,"A indigo coloured, XS sized, Henley Shirt"
376,Shirt,Henley,S,indigo,94,59,"A indigo coloured, S sized, Henley Shirt"
377,Shirt,Henley,M,indigo,94,77,"A indigo coloured, M sized, Henley Shirt"
378,Shirt,Henley,L,indigo,94,46,"A indigo coloured, L sized, Henley Shirt"
379,Shirt,Henley,XL,indigo,94,77,"A indigo coloured, XL sized, Henley Shirt"
380,Shirt,Henley,XS,violet,94,48,"A violet coloured, XS sized, Henley Shirt"
381,Shirt,Henley,S,violet,94,65,"A violet coloured, S sized, Henley Shirt"
382,Shirt,Henley,M,violet,94,73,"A violet coloured, M sized, Henley Shirt"
383,Shirt,Henley,L,violet,94,57,"A violet coloured, L sized, Henley Shirt"
384,Shirt,Henley,XL,violet,94,72,"A violet coloured, XL sized, Henley Shirt"
385,Shirt,Casual Slim Fit,XS,red,119,42,"A red coloured, XS sized, Casual Slim Fit Shirt"
386,Shirt,Casual Slim Fit,S,red,119,77,"A red coloured, S sized, Casual Slim Fit Shirt"
387,Shirt,Casual Slim Fit,M,red,119,50,"A red coloured, M sized, Casual Slim Fit Shirt"
388,Shirt,Casual Slim Fit,L,red,119,80,"A red coloured, L sized, Casual Slim Fit Shirt"
389,Shirt,Casual Slim Fit,XL,red,119,62,"A red coloured, XL sized, Casual Slim Fit Shirt"
390,Shirt,Casual Slim Fit,XS,orange,119,80,"A orange coloured, XS sized, Casual Slim Fit Shirt"
391,Shirt,Casual Slim Fit,S,orange,119,49,"A orange coloured, S sized, Casual Slim Fit Shirt"
392,Shirt,Casual Slim Fit,M,orange,119,76,"A orange coloured, M sized, Casual Slim Fit Shirt"
393,Shirt,Casual Slim Fit,L,orange,119,66,"A orange coloured, L sized, Casual Slim Fit Shirt"
394,Shirt,Casual Slim Fit,XL,orange,119,51,"A orange coloured, XL sized, Casual Slim Fit Shirt"
395,Shirt,Casual Slim Fit,XS,yellow,119,48,"A yellow coloured, XS sized, Casual Slim Fit Shirt"
396,Shirt,Casual Slim Fit,S,yellow,119,65,"A yellow coloured, S sized, Casual Slim Fit Shirt"
397,Shirt,Casual Slim Fit,M,yellow,119,72,"A yellow coloured, M sized, Casual Slim Fit Shirt"
398,Shirt,Casual Slim Fit,L,yellow,119,75,"A yellow coloured, L sized, Casual Slim Fit Shirt"
399,Shirt,Casual Slim Fit,XL,yellow,119,68,"A yellow coloured, XL sized, Casual Slim Fit Shirt"
400,Shirt,Casual Slim Fit,XS,green,119,47,"A green coloured, XS sized, Casual Slim Fit Shirt"
401,Shirt,Casual Slim Fit,S,green,119,51,"A green coloured, S sized, Casual Slim Fit Shirt"
402,Shirt,Casual Slim Fit,M,green,119,53,"A green coloured, M sized, Casual Slim Fit Shirt"
403,Shirt,Casual Slim Fit,L,green,119,53,"A green coloured, L sized, Casual Slim Fit Shirt"
404,Shirt,Casual Slim Fit,XL,green,119,58,"A green coloured, XL sized, Casual Slim Fit Shirt"
405,Shirt,Casual Slim Fit,XS,blue,119,60,"A blue coloured, XS sized, Casual Slim Fit Shirt"
406,Shirt,Casual Slim Fit,S,blue,119,78,"A blue coloured, S sized, Casual Slim Fit Shirt"
407,Shirt,Casual Slim Fit,M,blue,119,66,"A blue coloured, M sized, Casual Slim Fit Shirt"
408,Shirt,Casual Slim Fit,L,blue,119,64,"A blue coloured, L sized, Casual Slim Fit Shirt"
409,Shirt,Casual Slim Fit,XL,blue,119,53,"A blue coloured, XL sized, Casual Slim Fit Shirt"
410,Shirt,Casual Slim Fit,XS,indigo,119,72,"A indigo coloured, XS sized, Casual Slim Fit Shirt"
411,Shirt,Casual Slim Fit,S,indigo,119,41,"A indigo coloured, S sized, Casual Slim Fit Shirt"
412,Shirt,Casual Slim Fit,M,indigo,119,54,"A indigo coloured, M sized, Casual Slim Fit Shirt"
413,Shirt,Casual Slim Fit,L,indigo,119,58,"A indigo coloured, L sized, Casual Slim Fit Shirt"
414,Shirt,Casual Slim Fit,XL,indigo,119,53,"A indigo coloured, XL sized, Casual Slim Fit Shirt"
415,Shirt,Casual Slim Fit,XS,violet,119,55,"A violet coloured, XS sized, Casual Slim Fit Shirt"
416,Shirt,Casual Slim Fit,S,violet,119,44,"A violet coloured, S sized, Casual Slim Fit Shirt"
417,Shirt,Casual Slim Fit,M,violet,119,80,"A violet coloured, M sized, Casual Slim Fit Shirt"
418,Shirt,Casual Slim Fit,L,violet,119,46,"A violet coloured, L sized, Casual Slim Fit Shirt"
419,Shirt,Casual Slim Fit,XL,violet,119,64,"A violet coloured, XL sized, Casual Slim Fit Shirt"
420,Jacket,Chinos,XS,red,107,57,"A red coloured, XS sized, Chinos Jacket"
421,Jacket,Chinos,S,red,107,80,"A red coloured, S sized, Chinos Jacket"
422,Jacket,Chinos,M,red,107,51,"A red coloured, M sized, Chinos Jacket"
423,Jacket,Chinos,L,red,107,65,"A red coloured, L sized, Chinos Jacket"
424,Jacket,Chinos,XL,red,107,73,"A red coloured, XL sized, Chinos Jacket"
425,Jacket,Chinos,XS,orange,107,52,"A orange coloured, XS sized, Chinos Jacket"
426,Jacket,Chinos,S,orange,107,73,"A orange coloured, S sized, Chinos Jacket"
427,Jacket,Chinos,M,orange,107,70,"A orange coloured, M sized, Chinos Jacket"
428,Jacket,Chinos,L,orange,107,53,"A orange coloured, L sized, Chinos Jacket"
429,Jacket,Chinos,XL,orange,107,46,"A orange coloured, XL sized, Chinos Jacket"
430,Jacket,Chinos,XS,yellow,107,59,"A yellow coloured, XS sized, Chinos Jacket"
431,Jacket,Chinos,S,yellow,107,48,"A yellow coloured, S sized, Chinos Jacket"
432,Jacket,Chinos,M,yellow,107,59,"A yellow coloured, M sized, Chinos Jacket"
433,Jacket,Chinos,L,yellow,107,44,"A yellow coloured, L sized, Chinos Jacket"
434,Jacket,Chinos,XL,yellow,107,58,"A yellow coloured, XL sized, Chinos Jacket"
435,Jacket,Chinos,XS,green,107,79,"A green coloured, XS sized, Chinos Jacket"
436,Jacket,Chinos,S,green,107,60,"A green coloured, S sized, Chinos Jacket"
437,Jacket,Chinos,M,green,107,76,"A green coloured, M sized, Chinos Jacket"
438,Jacket,Chinos,L,green,107,57,"A green coloured, L sized, Chinos Jacket"
439,Jacket,Chinos,XL,green,107,69,"A green coloured, XL sized, Chinos Jacket"
440,Jacket,Chinos,XS,blue,107,76,"A blue coloured, XS sized, Chinos Jacket"
441,Jacket,Chinos,S,blue,107,77,"A blue coloured, S sized, Chinos Jacket"
442,Jacket,Chinos,M,blue,107,80,"A blue coloured, M sized, Chinos Jacket"
443,Jacket,Chinos,L,blue,107,40,"A blue coloured, L sized, Chinos Jacket"
444,Jacket,Chinos,XL,blue,107,44,"A blue coloured, XL sized, Chinos Jacket"
445,Jacket,Chinos,XS,indigo,107,65,"A indigo coloured, XS sized, Chinos Jacket"
446,Jacket,Chinos,S,indigo,107,73,"A indigo coloured, S sized, Chinos Jacket"
447,Jacket,Chinos,M,indigo,107,73,"A indigo coloured, M sized, Chinos Jacket"
448,Jacket,Chinos,L,indigo,107,44,"A indigo coloured, L sized, Chinos Jacket"
449,Jacket,Chinos,XL,indigo,107,71,"A indigo coloured, XL sized, Chinos Jacket"
450,Jacket,Chinos,XS,violet,107,55,"A violet coloured, XS sized, Chinos Jacket"
451,Jacket,Chinos,S,violet,107,75,"A violet coloured, S sized, Chinos Jacket"
452,Jacket,Chinos,M,violet,107,56,"A violet coloured, M sized, Chinos Jacket"
453,Jacket,Chinos,L,violet,107,51,"A violet coloured, L sized, Chinos Jacket"
454,Jacket,Chinos,XL,violet,107,80,"A violet coloured, XL sized, Chinos Jacket"
455,Jacket,Cords,XS,red,118,72,"A red coloured, XS sized, Cords Jacket"
456,Jacket,Cords,S,red,118,53,"A red coloured, S sized, Cords Jacket"
457,Jacket,Cords,M,red,118,62,"A red coloured, M sized, Cords Jacket"
458,Jacket,Cords,L,red,118,49,"A red coloured, L sized, Cords Jacket"
459,Jacket,Cords,XL,red,118,42,"A red coloured, XL sized, Cords Jacket"
460,Jacket,Cords,XS,orange,118,40,"A orange coloured, XS sized, Cords Jacket"
461,Jacket,Cords,S,orange,118,68,"A orange coloured, S sized, Cords Jacket"
462,Jacket,Cords,M,orange,118,75,"A orange coloured, M sized, Cords Jacket"
463,Jacket,Cords,L,orange,118,44,"A orange coloured, L sized, Cords Jacket"
464,Jacket,Cords,XL,orange,118,65,"A orange coloured, XL sized, Cords Jacket"
465,Jacket,Cords,XS,yellow,118,45,"A yellow coloured, XS sized, Cords Jacket"
466,Jacket,Cords,S,yellow,118,63,"A yellow coloured, S sized, Cords Jacket"
467,Jacket,Cords,M,yellow,118,68,"A yellow coloured, M sized, Cords Jacket"
468,Jacket,Cords,L,yellow,118,70,"A yellow coloured, L sized, Cords Jacket"
469,Jacket,Cords,XL,yellow,118,72,"A yellow coloured, XL sized, Cords Jacket"
470,Jacket,Cords,XS,green,118,53,"A green coloured, XS sized, Cords Jacket"
471,Jacket,Cords,S,green,118,48,"A green coloured, S sized, Cords Jacket"
472,Jacket,Cords,M,green,118,49,"A green coloured, M sized, Cords Jacket"
473,Jacket,Cords,L,green,118,68,"A green coloured, L sized, Cords Jacket"
474,Jacket,Cords,XL,green,118,47,"A green coloured, XL sized, Cords Jacket"
475,Jacket,Cords,XS,blue,118,40,"A blue coloured, XS sized, Cords Jacket"
476,Jacket,Cords,S,blue,118,45,"A blue coloured, S sized, Cords Jacket"
477,Jacket,Cords,M,blue,118,71,"A blue coloured, M sized, Cords Jacket"
478,Jacket,Cords,L,blue,118,64,"A blue coloured, L sized, Cords Jacket"
479,Jacket,Cords,XL,blue,118,66,"A blue coloured, XL sized, Cords Jacket"
480,Jacket,Cords,XS,indigo,118,74,"A indigo coloured, XS sized, Cords Jacket"
481,Jacket,Cords,S,indigo,118,53,"A indigo coloured, S sized, Cords Jacket"
482,Jacket,Cords,M,indigo,118,47,"A indigo coloured, M sized, Cords Jacket"
483,Jacket,Cords,L,indigo,118,46,"A indigo coloured, L sized, Cords Jacket"
484,Jacket,Cords,XL,indigo,118,50,"A indigo coloured, XL sized, Cords Jacket"
485,Jacket,Cords,XS,violet,118,75,"A violet coloured, XS sized, Cords Jacket"
486,Jacket,Cords,S,violet,118,58,"A violet coloured, S sized, Cords Jacket"
487,Jacket,Cords,M,violet,118,52,"A violet coloured, M sized, Cords Jacket"
488,Jacket,Cords,L,violet,118,74,"A violet coloured, L sized, Cords Jacket"
489,Jacket,Cords,XL,violet,118,53,"A violet coloured, XL sized, Cords Jacket"
490,Jacket,Drawstring,XS,red,102,47,"A red coloured, XS sized, Drawstring Jacket"
491,Jacket,Drawstring,S,red,102,53,"A red coloured, S sized, Drawstring Jacket"
492,Jacket,Drawstring,M,red,102,63,"A red coloured, M sized, Drawstring Jacket"
493,Jacket,Drawstring,L,red,102,40,"A red coloured, L sized, Drawstring Jacket"
494,Jacket,Drawstring,XL,red,102,69,"A red coloured, XL sized, Drawstring Jacket"
495,Jacket,Drawstring,XS,orange,102,56,"A orange coloured, XS sized, Drawstring Jacket"
496,Jacket,Drawstring,S,orange,102,51,"A orange coloured, S sized, Drawstring Jacket"
497,Jacket,Drawstring,M,orange,102,45,"A orange coloured, M sized, Drawstring Jacket"
498,Jacket,Drawstring,L,orange,102,70,"A orange coloured, L sized, Drawstring Jacket"
499,Jacket,Drawstring,XL,orange,102,51,"A orange coloured, XL sized, Drawstring Jacket"
500,Jacket,Drawstring,XS,yellow,102,48,"A yellow coloured, XS sized, Drawstring Jacket"
501,Jacket,Drawstring,S,yellow,102,41,"A yellow coloured, S sized, Drawstring Jacket"
502,Jacket,Drawstring,M,yellow,102,50,"A yellow coloured, M sized, Drawstring Jacket"
503,Jacket,Drawstring,L,yellow,102,68,"A yellow coloured, L sized, Drawstring Jacket"
504,Jacket,Drawstring,XL,yellow,102,43,"A yellow coloured, XL sized, Drawstring Jacket"
505,Jacket,Drawstring,XS,green,102,61,"A green coloured, XS sized, Drawstring Jacket"
506,Jacket,Drawstring,S,green,102,69,"A green coloured, S sized, Drawstring Jacket"
507,Jacket,Drawstring,M,green,102,73,"A green coloured, M sized, Drawstring Jacket"
508,Jacket,Drawstring,L,green,102,53,"A green coloured, L sized, Drawstring Jacket"
509,Jacket,Drawstring,XL,green,102,66,"A green coloured, XL sized, Drawstring Jacket"
510,Jacket,Drawstring,XS,blue,102,77,"A blue coloured, XS sized, Drawstring Jacket"
511,Jacket,Drawstring,S,blue,102,52,"A blue coloured, S sized, Drawstring Jacket"
512,Jacket,Drawstring,M,blue,102,44,"A blue coloured, M sized, Drawstring Jacket"
513,Jacket,Drawstring,L,blue,102,80,"A blue coloured, L sized, Drawstring Jacket"
514,Jacket,Drawstring,XL,blue,102,48,"A blue coloured, XL sized, Drawstring Jacket"
515,Jacket,Drawstring,XS,indigo,102,54,"A indigo coloured, XS sized, Drawstring Jacket"
516,Jacket,Drawstring,S,indigo,102,60,"A indigo coloured, S sized, Drawstring Jacket"
517,Jacket,Drawstring,M,indigo,102,69,"A indigo coloured, M sized, Drawstring Jacket"
518,Jacket,Drawstring,L,indigo,102,65,"A indigo coloured, L sized, Drawstring Jacket"
519,Jacket,Drawstring,XL,indigo,102,52,"A indigo coloured, XL sized, Drawstring Jacket"
520,Jacket,Drawstring,XS,violet,102,47,"A violet coloured, XS sized, Drawstring Jacket"
521,Jacket,Drawstring,S,violet,102,43,"A violet coloured, S sized, Drawstring Jacket"
522,Jacket,Drawstring,M,violet,102,61,"A violet coloured, M sized, Drawstring Jacket"
523,Jacket,Drawstring,L,violet,102,45,"A violet coloured, L sized, Drawstring Jacket"
524,Jacket,Drawstring,XL,violet,102,74,"A violet coloured, XL sized, Drawstring Jacket"
525,Jacket,Slim-Fit,XS,red,98,72,"A red coloured, XS sized, Slim-Fit Jacket"
526,Jacket,Slim-Fit,S,red,98,75,"A red coloured, S sized, Slim-Fit Jacket"
527,Jacket,Slim-Fit,M,red,98,62,"A red coloured, M sized, Slim-Fit Jacket"
528,Jacket,Slim-Fit,L,red,98,62,"A red coloured, L sized, Slim-Fit Jacket"
529,Jacket,Slim-Fit,XL,red,98,46,"A red coloured, XL sized, Slim-Fit Jacket"
530,Jacket,Slim-Fit,XS,orange,98,41,"A orange coloured, XS sized, Slim-Fit Jacket"
531,Jacket,Slim-Fit,S,orange,98,66,"A orange coloured, S sized, Slim-Fit Jacket"
532,Jacket,Slim-Fit,M,orange,98,48,"A orange coloured, M sized, Slim-Fit Jacket"
533,Jacket,Slim-Fit,L,orange,98,61,"A orange coloured, L sized, Slim-Fit Jacket"
534,Jacket,Slim-Fit,XL,orange,98,70,"A orange coloured, XL sized, Slim-Fit Jacket"
535,Jacket,Slim-Fit,XS,yellow,98,76,"A yellow coloured, XS sized, Slim-Fit Jacket"
536,Jacket,Slim-Fit,S,yellow,98,40,"A yellow coloured, S sized, Slim-Fit Jacket"
537,Jacket,Slim-Fit,M,yellow,98,80,"A yellow coloured, M sized, Slim-Fit Jacket"
538,Jacket,Slim-Fit,L,yellow,98,69,"A yellow coloured, L sized, Slim-Fit Jacket"
539,Jacket,Slim-Fit,XL,yellow,98,65,"A yellow coloured, XL sized, Slim-Fit Jacket"
540,Jacket,Slim-Fit,XS,green,98,73,"A green coloured, XS sized, Slim-Fit Jacket"
541,Jacket,Slim-Fit,S,green,98,79,"A green coloured, S sized, Slim-Fit Jacket"
542,Jacket,Slim-Fit,M,green,98,60,"A green coloured, M sized, Slim-Fit Jacket"
543,Jacket,Slim-Fit,L,green,98,53,"A green coloured, L sized, Slim-Fit Jacket"
544,Jacket,Slim-Fit,XL,green,98,51,"A green coloured, XL sized, Slim-Fit Jacket"
545,Jacket,Slim-Fit,XS,blue,98,47,"A blue coloured, XS sized, Slim-Fit Jacket"
546,Jacket,Slim-Fit,S,blue,98,63,"A blue coloured, S sized, Slim-Fit Jacket"
547,Jacket,Slim-Fit,M,blue,98,49,"A blue coloured, M sized, Slim-Fit Jacket"
548,Jacket,Slim-Fit,L,blue,98,80,"A blue coloured, L sized, Slim-Fit Jacket"
549,Jacket,Slim-Fit,XL,blue,98,72,"A blue coloured, XL sized, Slim-Fit Jacket"
550,Jacket,Slim-Fit,XS,indigo,98,71,"A indigo coloured, XS sized, Slim-Fit Jacket"
551,Jacket,Slim-Fit,S,indigo,98,53,"A indigo coloured, S sized, Slim-Fit Jacket"
552,Jacket,Slim-Fit,M,indigo,98,50,"A indigo coloured, M sized, Slim-Fit Jacket"
553,Jacket,Slim-Fit,L,indigo,98,49,"A indigo coloured, L sized, Slim-Fit Jacket"
554,Jacket,Slim-Fit,XL,indigo,98,48,"A indigo coloured, XL sized, Slim-Fit Jacket"
555,Jacket,Slim-Fit,XS,violet,98,46,"A violet coloured, XS sized, Slim-Fit Jacket"
556,Jacket,Slim-Fit,S,violet,98,59,"A violet coloured, S sized, Slim-Fit Jacket"
557,Jacket,Slim-Fit,M,violet,98,42,"A violet coloured, M sized, Slim-Fit Jacket"
558,Jacket,Slim-Fit,L,violet,98,57,"A violet coloured, L sized, Slim-Fit Jacket"
559,Jacket,Slim-Fit,XL,violet,98,64,"A violet coloured, XL sized, Slim-Fit Jacket"
560,Jacket,Wool,XS,red,100,64,"A red coloured, XS sized, Wool Jacket"
561,Jacket,Wool,S,red,100,69,"A red coloured, S sized, Wool Jacket"
562,Jacket,Wool,M,red,100,46,"A red coloured, M sized, Wool Jacket"
563,Jacket,Wool,L,red,100,68,"A red coloured, L sized, Wool Jacket"
564,Jacket,Wool,XL,red,100,69,"A red coloured, XL sized, Wool Jacket"
565,Jacket,Wool,XS,orange,100,50,"A orange coloured, XS sized, Wool Jacket"
566,Jacket,Wool,S,orange,100,46,"A orange coloured, S sized, Wool Jacket"
567,Jacket,Wool,M,orange,100,60,"A orange coloured, M sized, Wool Jacket"
568,Jacket,Wool,L,orange,100,80,"A orange coloured, L sized, Wool Jacket"
569,Jacket,Wool,XL,orange,100,41,"A orange coloured, XL sized, Wool Jacket"
570,Jacket,Wool,XS,yellow,100,41,"A yellow coloured, XS sized, Wool Jacket"
571,Jacket,Wool,S,yellow,100,45,"A yellow coloured, S sized, Wool Jacket"
572,Jacket,Wool,M,yellow,100,68,"A yellow coloured, M sized, Wool Jacket"
573,Jacket,Wool,L,yellow,100,74,"A yellow coloured, L sized, Wool Jacket"
574,Jacket,Wool,XL,yellow,100,71,"A yellow coloured, XL sized, Wool Jacket"
575,Jacket,Wool,XS,green,100,73,"A green coloured, XS sized, Wool Jacket"
576,Jacket,Wool,S,green,100,56,"A green coloured, S sized, Wool Jacket"
577,Jacket,Wool,M,green,100,66,"A green coloured, M sized, Wool Jacket"
578,Jacket,Wool,L,green,100,55,"A green coloured, L sized, Wool Jacket"
579,Jacket,Wool,XL,green,100,65,"A green coloured, XL sized, Wool Jacket"
580,Jacket,Wool,XS,blue,100,64,"A blue coloured, XS sized, Wool Jacket"
581,Jacket,Wool,S,blue,100,68,"A blue coloured, S sized, Wool Jacket"
582,Jacket,Wool,M,blue,100,55,"A blue coloured, M sized, Wool Jacket"
583,Jacket,Wool,L,blue,100,58,"A blue coloured, L sized, Wool Jacket"
584,Jacket,Wool,XL,blue,100,73,"A blue coloured, XL sized, Wool Jacket"
585,Jacket,Wool,XS,indigo,100,60,"A indigo coloured, XS sized, Wool Jacket"
586,Jacket,Wool,S,indigo,100,68,"A indigo coloured, S sized, Wool Jacket"
587,Jacket,Wool,M,indigo,100,40,"A indigo coloured, M sized, Wool Jacket"
588,Jacket,Wool,L,indigo,100,48,"A indigo coloured, L sized, Wool Jacket"
589,Jacket,Wool,XL,indigo,100,55,"A indigo coloured, XL sized, Wool Jacket"
590,Jacket,Wool,XS,violet,100,53,"A violet coloured, XS sized, Wool Jacket"
591,Jacket,Wool,S,violet,100,48,"A violet coloured, S sized, Wool Jacket"
592,Jacket,Wool,M,violet,100,72,"A violet coloured, M sized, Wool Jacket"
593,Jacket,Wool,L,violet,100,43,"A violet coloured, L sized, Wool Jacket"
594,Jacket,Wool,XL,violet,100,77,"A violet coloured, XL sized, Wool Jacket"
595,Jacket,Relaxed Leg,XS,red,112,65,"A red coloured, XS sized, Relaxed Leg Jacket"
596,Jacket,Relaxed Leg,S,red,112,70,"A red coloured, S sized, Relaxed Leg Jacket"
597,Jacket,Relaxed Leg,M,red,112,60,"A red coloured, M sized, Relaxed Leg Jacket"
598,Jacket,Relaxed Leg,L,red,112,65,"A red coloured, L sized, Relaxed Leg Jacket"
599,Jacket,Relaxed Leg,XL,red,112,73,"A red coloured, XL sized, Relaxed Leg Jacket"
600,Jacket,Relaxed Leg,XS,orange,112,54,"A orange coloured, XS sized, Relaxed Leg Jacket"
601,Jacket,Relaxed Leg,S,orange,112,70,"A orange coloured, S sized, Relaxed Leg Jacket"
602,Jacket,Relaxed Leg,M,orange,112,80,"A orange coloured, M sized, Relaxed Leg Jacket"
603,Jacket,Relaxed Leg,L,orange,112,76,"A orange coloured, L sized, Relaxed Leg Jacket"
604,Jacket,Relaxed Leg,XL,orange,112,49,"A orange coloured, XL sized, Relaxed Leg Jacket"
605,Jacket,Relaxed Leg,XS,yellow,112,41,"A yellow coloured, XS sized, Relaxed Leg Jacket"
606,Jacket,Relaxed Leg,S,yellow,112,43,"A yellow coloured, S sized, Relaxed Leg Jacket"
607,Jacket,Relaxed Leg,M,yellow,112,41,"A yellow coloured, M sized, Relaxed Leg Jacket"
608,Jacket,Relaxed Leg,L,yellow,112,80,"A yellow coloured, L sized, Relaxed Leg Jacket"
609,Jacket,Relaxed Leg,XL,yellow,112,50,"A yellow coloured, XL sized, Relaxed Leg Jacket"
